,cr,num_orders
0.0,0.0123,2
0.1,-0.02849625076700675,2
0.2,-0.07269299937165515,2
0.30000000000000004,-0.1207338993205892,2
0.4,-0.17314328936793835,2
0.5,-0.2305454095214511,2
0.6000000000000001,-0.29368938349931095,2
0.7000000000000001,-0.3634820927590973,2
0.8,-0.441032012018953,2
0.9,-0.5277085213454273,2
