,cr,num_orders
0.0,0.817,43
0.1,-2.00748,43
0.2,-4.83196,43
0.30000000000000004,-7.65644,43
0.4,-10.48092,43
0.5,-13.3054,43
0.6000000000000001,-16.12988,43
0.7000000000000001,-18.95436,43
0.8,-21.77884,43
0.9,-24.60332,43
